Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01 to 2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2018            ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
American Journal of Medical Genetics Part A,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4833,AJMG                ,1552-4825    ,1552-4833    ,17,66,37,41,20,22,17,24,26,18,17,19,14,9,12,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Medical Genetics Part B: Neuropsychiatric Genetics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-485X,AJMG                ,1552-4841    ,1552-485X    ,4,9,23,4,2,4,6,4,0,6,1,3,9,1,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Medical Genetics Part C: Seminars in Medical Genetics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1552-4876,AJMG                ,1552-4868    ,1552-4876    ,0,16,36,9,17,29,6,2,0,0,3,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Orthopsychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1939-0025,AJOP                ,0002-9432    ,1939-0025    ,0,0,0,0,0,0,4,6,5,2,2,1,0,5,6,1,1,0,4,0,0,1,0,0,0,1,0,0,1,0,23
American Journal of Physical Anthropology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-8644,AJPA                ,0002-9483    ,1096-8644    ,53,53,94,28,14,18,19,21,26,5,20,10,3,6,7,9,1,12,5,4,8,4,3,4,7,4,2,5,2,3,65
American Journal of Political Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5907,AJPS                ,0092-5853    ,1540-5907    ,17,50,155,30,54,64,40,31,30,33,39,39,16,19,45,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Primatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2345,AJP                 ,0275-2565    ,1098-2345    ,22,12,37,29,20,7,12,11,20,3,8,10,9,4,7,4,2,9,1,12,3,3,0,1,5,3,2,1,0,1,17
American Journal of Reproductive Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0897b,AJI                 ,0271-7352    ,1600-0897    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Journal of Reproductive Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0897,AJI                 ,1046-7408    ,1600-0897    ,9,22,17,18,13,5,9,7,6,13,0,4,2,6,2,4,1,4,0,1,1,1,5,0,0,0,0,0,0,0,0
American Journal of Transplantation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-6143,AJT                 ,1600-6135    ,1600-6143    ,184,298,173,105,88,58,146,65,39,34,30,42,37,42,37,38,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Anaesthesia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2044,ANAE                ,0003-2409    ,1365-2044    ,48,23,50,27,59,59,47,28,29,22,34,21,45,13,9,18,20,13,19,26,13,15,5,4,4,2,4,2,7,4,41
Analyses of Social Issues and Public Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1530-2415,ASAP                ,1529-7489    ,1530-2415    ,2,0,13,5,9,3,10,2,0,1,0,0,1,5,6,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8284,ANAL                ,0003-2638    ,1467-8284    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Analytic Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-960X,PHIB                ,2153-9596    ,2153-960X    ,0,0,4,2,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anatomia, Histologia, Embryologia",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0264,AHE                 ,0340-2096    ,1439-0264    ,3,2,16,8,19,6,11,8,4,3,7,6,3,1,12,0,3,5,0,0,1,0,5,0,1,0,0,0,2,2,5
Anatomical Science International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-073X,ASIN                ,1447-6959    ,1447-073X    ,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatomical Sciences Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-9780,ASE                 ,1935-9772    ,1935-9780    ,8,1,9,4,4,8,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrologia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0272,AND                 ,0303-4569    ,1439-0272    ,10,16,26,13,6,3,4,7,4,0,5,4,0,0,1,3,0,1,3,5,1,2,0,0,1,2,1,1,1,3,3
Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2047-2927,ANDR                ,2047-2919    ,2047-2927    ,23,22,26,27,12,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angewandte Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3757,ANGE                ,0044-8249    ,1521-3757    ,155,237,206,105,82,71,49,76,63,58,40,52,31,30,24,19,28,17,16,4,0,2,0,0,0,3,1,3,3,0,51
Angewandte Chemie International Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3773,ANIE                ,1433-7851    ,1521-3773    ,2683,3183,3176,1103,833,585,476,440,317,319,240,236,185,168,158,144,151,130,74,40,42,40,0,0,0,0,0,0,0,0,0
ANZ Journal of Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1445-2197,ANS                 ,1445-1433    ,1445-2197    ,27,11,13,17,9,18,11,6,9,0,2,7,7,9,10,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
AORN Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1878-0369,AORN                ,0001-2092    ,1878-0369    ,0,36,42,25,40,13,23,8,8,20,2,4,4,1,15,12,3,3,4,6,1,3,2,2,1,2,0,0,0,0,8
APLAR Journal of Rheumatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8077,APL                 ,0219-0494    ,1479-8077    ,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMIS,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0463,APM                 ,0903-4641    ,1600-0463    ,7,10,20,19,6,8,5,6,18,1,4,0,2,3,3,2,1,0,3,1,0,8,1,0,2,3,2,1,0,0,2
Angewandte Chemie International Edition in English,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3773a,ANIEBACK            ,0570-0833    ,1521-3773    ,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,25,19,25,11,8,10,200
Animal Blood Groups and Biochemical Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2052a,AGE                 ,0003-3480    ,1365-2052    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Animal Conservation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-1795,ACV                 ,1367-9430    ,1469-1795    ,11,9,17,12,7,13,7,21,3,14,5,7,5,11,5,5,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Animal Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2052,AGE                 ,0268-9146    ,1365-2052    ,28,20,23,17,19,16,32,13,5,24,7,6,5,12,1,1,9,2,1,4,0,0,1,0,0,1,0,3,0,0,3
Animal Models and Experimental Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2576-2095,AME2                ,2576-2095    ,2576-2095    ,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Science Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-0929,ASJ                 ,1344-3941    ,1740-0929    ,8,12,25,11,1,6,3,1,3,1,3,1,2,3,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Annalen der Physik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3889,ANDP                ,0003-3804    ,1521-3889    ,7,11,3,1,5,2,1,5,0,0,0,5,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,54
Annali di Chimica,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1612-8877,ADIC                ,0003-4592    ,1612-8877    ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Anthropological Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-9588,NAPA                ,2153-957X    ,2153-9588    ,0,0,11,25,5,11,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Applied Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7348,AAB                 ,0003-4746    ,1744-7348    ,8,6,35,8,6,10,14,2,18,7,7,2,5,7,3,4,14,5,0,2,2,0,2,3,6,6,5,1,1,6,133
Annals of Clinical and Translational Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2328-9503,ACN3                ,2328-9503    ,2328-9503    ,15,29,21,14,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Eugenics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2050-1439,AHG                 ,2050-1420    ,2050-1439    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Annals of Gastroenterological Surgery,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-0328,AGS3                ,2475-0328    ,2475-0328    ,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Human Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-1809,AHG                 ,0003-4800    ,1469-1809    ,3,2,2,0,0,0,3,0,7,3,14,3,3,2,1,6,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0
Annals of Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-8249,ANA                 ,0364-5134    ,1531-8249    ,79,112,199,45,56,47,49,29,38,24,37,31,14,34,50,26,24,13,36,7,14,16,12,9,9,15,2,7,5,11,64
Annals of Noninvasive Electrocardiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1542-474X,ANEC                ,1082-720X    ,1542-474X    ,3,6,16,2,1,1,3,7,0,1,2,0,8,2,6,1,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0
Annals of Public and Cooperative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8292,APCE                ,1370-4788    ,1467-8292    ,0,0,3,3,0,1,0,1,0,1,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Annals of the Association of American Geographers,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8306,ANNA                ,0004-5608    ,1467-8306    ,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,13,6,0,0,3,0,0,0,1,1,0,0,3,0,0,6
Annals of the College of Surgeons of Hong Kong,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-2034,ASH                 ,1028-4001    ,1442-2034    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Annals of the New York Academy of Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-6632,NYAS                ,0077-8923    ,1749-6632    ,103,102,167,88,108,117,61,69,68,130,144,131,39,67,64,80,39,47,46,53,84,36,34,11,11,22,18,36,17,17,390
Annual Review of Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8382,ARIS                ,0066-4200    ,1550-8382    ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthropology & Education Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1492,AEQ                 ,0161-7761    ,1548-1492    ,1,0,9,8,5,7,7,3,3,8,7,7,4,0,0,5,0,2,0,0,3,2,9,1,2,2,1,3,0,1,3
Anthropology News,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-3502,ANNE                ,1541-6151    ,1556-3502    ,0,0,32,5,0,0,0,1,5,8,9,11,4,7,0,2,0,1,2,2,0,1,2,1,0,0,0,2,0,1,5
Anthropology Today,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8322,ANTH                ,0268-540X    ,1467-8322    ,0,6,28,9,7,7,12,4,3,0,5,6,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthropology and Humanism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1409,ANHU                ,1559-9167    ,1548-1409    ,0,2,6,6,0,6,2,0,0,0,4,2,4,1,0,1,1,7,1,0,3,0,1,1,0,0,0,0,0,0,0
Anthropology and Humanism Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1409a,ANHU                ,0193-5615    ,1548-1409    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Anthropology of Consciousness,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-3537,ANOC                ,1053-4202    ,1556-3537    ,0,2,9,7,5,2,4,7,5,0,2,0,1,1,0,0,0,2,0,0,3,0,1,0,0,1,1,1,1,0,0
Anthropology of Work Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1417,AWR                 ,0883-024X    ,1548-1417    ,0,1,4,4,0,4,4,4,1,0,2,1,4,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5
Antipode,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8330,ANTI                ,0066-4812    ,1467-8330    ,16,14,37,28,33,21,29,29,27,28,16,2,12,10,9,12,11,12,6,1,0,8,5,0,0,0,0,0,0,0,2
Anxiety,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7154,ANXI                ,1070-9797    ,1522-7154    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Applications in Plant Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2168-0450,APS3                ,2168-0450    ,2168-0450    ,52,10,14,3,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Cognitive Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0720,ACP                 ,0888-4080    ,1099-0720    ,0,4,8,9,12,6,5,1,10,1,4,4,3,12,3,4,7,5,2,0,1,0,0,0,0,1,0,1,2,1,0
ASHE Higher Education Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-6306,AEHE                ,1551-6970    ,1554-6306    ,0,0,5,0,2,6,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHE-ERIC Higher Education Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-0709,AEHE                ,0884-0040    ,1536-0709    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0
Applied Organometallic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0739,AOC                 ,0268-2605    ,1099-0739    ,13,135,6,4,2,6,4,1,4,3,0,0,2,0,0,0,4,3,2,6,0,0,0,0,0,0,0,1,0,1,0
Applied Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1464-0597,APPS                ,0269-994X    ,1464-0597    ,4,3,6,2,2,3,2,5,1,0,7,6,1,3,2,2,0,3,2,1,0,1,3,0,0,0,2,1,0,0,6
Applied Psychology: Health and Well-Being,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-0854,APHW                ,1758-0846    ,1758-0854    ,0,1,10,0,1,4,5,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Stochastic Models and Data Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0747,ASM                 ,8755-0024    ,1099-0747    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Applied Stochastic Models in Business and Industry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1526-4025,ASMB                ,1524-1904    ,1526-4025    ,0,1,5,4,2,0,1,0,7,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Vegetation Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1654-109X,AVSC                ,1402-2001    ,1654-109X    ,5,2,6,1,2,2,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Aqua,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2087,AQU                 ,0003-7214    ,1365-2087    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
Aquaculture Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2095,ANU                 ,1353-5773    ,1365-2095    ,5,2,8,10,5,6,0,0,4,3,1,1,4,0,2,0,3,2,0,8,1,0,0,0,0,0,0,0,0,0,0
Aquaculture Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2109,ARE                 ,1355-557X    ,1365-2109    ,3,4,24,13,5,1,1,3,0,16,2,6,8,6,2,7,7,0,10,3,1,2,0,0,0,0,0,0,0,0,0
Aquatic Conservation: Marine and Freshwater Ecosystems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0755,AQC                 ,1052-7613    ,1099-0755    ,16,4,15,15,12,3,2,11,1,6,1,5,3,0,2,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0
Arabian Archaeology and Epigraphy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0471,AAE                 ,0905-7196    ,1600-0471    ,0,0,1,4,5,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeological Prospection,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0763,ARP                 ,1075-2196    ,1099-0763    ,1,0,0,0,1,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeometry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4754,ARCM                ,0003-813X    ,1475-4754    ,9,2,4,2,3,8,0,3,1,0,0,2,2,2,1,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
Archeological Papers of the American Anthropological Association,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1551-8248,APAA                ,1551-823X    ,1551-8248    ,0,1,1,1,9,7,0,2,2,0,2,0,0,0,1,1,6,1,0,0,0,2,0,0,2,0,1,0,0,0,0
Architectural Design,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-2769,AD                  ,0003-8504    ,1554-2769    ,0,12,36,21,32,8,21,21,13,11,15,13,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archiv der Pharmazie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4184,ARDP                ,0365-6233    ,1521-4184    ,3,1,2,3,6,0,0,0,0,0,2,3,2,1,0,0,6,0,0,0,0,2,0,2,0,0,0,0,18,1,2
Archives of Insect Biochemistry and Physiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6327,ARCH                ,0739-4462    ,1520-6327    ,41,12,9,5,1,1,1,3,0,2,0,4,1,4,4,2,2,1,6,0,0,0,1,4,1,0,1,2,2,5,9
Area,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4762,AREA                ,0004-0894    ,1475-4762    ,2,1,9,22,1,5,2,4,12,4,1,9,1,0,10,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Aristotelian Society Supplementary Volume,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8349,SUPA                ,0309-7013    ,1467-8349    ,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Art History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8365,AHIS                ,0141-6790    ,1467-8365    ,0,29,29,16,23,5,12,5,2,4,0,3,1,2,0,2,2,1,0,2,1,2,0,2,1,0,6,4,3,3,18
Arthritis & Rheumatism,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-0131,ART                 ,0004-3591    ,1529-0131    ,50,0,0,0,0,0,44,58,37,33,45,41,67,42,38,42,32,40,15,21,2,9,8,10,14,4,5,1,3,11,102
Arthritis & Rheumatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2326-5205,ART                 ,2326-5191    ,2326-5205    ,74,61,118,44,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthritis Care & Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-0131a,ART                 ,0004-3591    ,1529-0131    ,4,0,0,0,0,0,0,0,0,0,26,13,18,8,3,5,28,11,7,0,0,0,0,0,0,0,0,0,0,0,0
Arthritis Care & Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2151-4658,ACR                 ,2151-464X    ,2151-4658    ,49,38,44,28,16,30,13,22,78,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artificial Organs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1594,AOR                 ,0160-564X    ,1525-1594    ,8,5,26,9,9,9,8,0,9,7,7,5,1,1,8,1,6,9,0,0,0,0,2,0,1,2,1,0,0,0,2
Asia & the Pacific Policy Studies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-2680,APP5                ,2050-2680    ,2050-2680    ,11,4,26,3,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia Pacific Family Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-056X,AFM                 ,1444-1683    ,1447-056X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia Pacific Journal of Clinical Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-6047,AJC                 ,0964-7058    ,1440-6047    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia Pacific Journal of Human Resources,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7941,APHR                ,1038-4111    ,1744-7941    ,2,5,9,2,4,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Asia Pacific Viewpoint,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8373,APV                 ,1360-7456    ,1467-8373    ,0,2,1,4,4,2,6,4,3,3,0,1,0,2,2,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0
Asia-Oceania Journal of Obstetrics and Gynaecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0756b,JOG                 ,0389-2328    ,1447-0756    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Asia-Pacific Journal of Chemical Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-2143,APJ                 ,1932-2135    ,1932-2143    ,6,0,2,1,6,3,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Journal of Clinical Oncology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1743-7563,AJCO                ,1743-7555    ,1743-7563    ,7,6,6,5,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Journal of Financial Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-6156,AJFS                ,2041-9945    ,2041-6156    ,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5872,APPY                ,1758-5864    ,1758-5872    ,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Economic Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8381,ASEJ                ,1351-3958    ,1467-8381    ,0,2,1,0,1,3,1,9,0,2,1,0,0,1,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
Asian Economic Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-3131,AEPR                ,1832-8105    ,1748-3131    ,0,0,8,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-7262,AJAN                ,1008-682X    ,1745-7262    ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Control,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-6093,ASJC                ,1561-8625    ,1934-6093    ,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Endoscopic Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5910,ASES                ,1758-5902    ,1758-5910    ,1,0,5,0,6,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
