Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01 to 2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2017            ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
American Journal of Orthopsychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1939-0025,AJOP                ,0002-9432    ,1939-0025    ,0,0,0,0,0,9,16,10,9,1,2,3,7,2,2,0,7,3,0,4,1,1,0,0,0,1,1,2,0,20
American Journal of Physical Anthropology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1096-8644,AJPA                ,0002-9483    ,1096-8644    ,104,51,40,28,21,20,33,14,23,25,5,12,13,7,20,9,6,6,3,4,7,6,4,9,5,8,10,8,5,114
American Journal of Political Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1540-5907,AJPS                ,0092-5853    ,1540-5907    ,95,203,96,133,100,59,34,50,47,83,47,53,57,37,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Journal of Primatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1098-2345,AJP                 ,0275-2565    ,1098-2345    ,27,55,32,35,23,15,36,16,10,5,18,4,3,19,8,6,2,5,6,3,4,5,8,4,6,0,4,1,1,18
American Journal of Reproductive Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0897b,AJI                 ,0271-7352    ,1600-0897    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Journal of Reproductive Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0897,AJI                 ,1046-7408    ,1600-0897    ,35,34,42,21,12,10,8,25,18,2,10,6,2,12,8,1,1,2,2,1,3,6,1,1,0,0,4,0,0,0
American Journal of Transplantation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-6143,AJT                 ,1600-6135    ,1600-6143    ,159,567,329,147,145,288,100,106,89,121,58,66,91,62,72,37,8,6,0,0,0,0,0,0,0,0,0,0,0,0
Anaesthesia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2044,ANAE                ,0003-2409    ,1365-2044    ,73,92,55,111,62,69,66,62,27,53,30,75,35,26,27,47,38,25,33,28,28,7,15,4,2,8,3,6,10,61
Analyses of Social Issues and Public Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1530-2415,ASAP                ,1529-7489    ,1530-2415    ,3,0,7,2,10,12,2,1,0,3,1,4,24,1,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8284,ANAL                ,0003-2638    ,1467-8284    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Analytic Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-960X,PHIB                ,2153-9596    ,2153-960X    ,2,3,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anatomia, Histologia, Embryologia",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0264,AHE                 ,0340-2096    ,1439-0264    ,5,28,16,22,9,16,1,10,14,5,6,3,6,6,3,2,7,2,5,0,0,0,1,0,0,1,0,1,3,18
Anatomical Science International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-073X,ASIN                ,1447-6959    ,1447-073X    ,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatomical Sciences Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-9780,ASE                 ,1935-9772    ,1935-9780    ,29,13,22,10,7,9,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrologia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0272,AND                 ,0303-4569    ,1439-0272    ,41,36,29,15,14,6,10,7,6,2,3,9,4,1,2,7,3,2,1,3,8,2,3,0,2,1,3,1,4,8
Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2047-2927,ANDR                ,2047-2919    ,2047-2927    ,31,94,33,34,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angewandte Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3757,ANGE                ,0044-8249    ,1521-3757    ,301,514,345,145,109,122,117,113,112,59,71,64,70,51,54,27,41,6,6,0,6,2,0,1,1,2,3,2,2,69
Angewandte Chemie International Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3773,ANIE                ,1433-7851    ,1521-3773    ,3598,5645,2545,1570,1128,1041,969,689,566,519,542,414,305,360,284,236,219,172,82,69,76,0,0,0,0,0,0,0,0,0
Angewandte Chemie International Edition in English,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3773a,ANIEBACK            ,0570-0833    ,1521-3773    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,69,23,17,32,21,21,299
Animal Blood Groups and Biochemical Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2052a,AGE                 ,0003-3480    ,1365-2052    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Animal Conservation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-1795,ACV                 ,1367-9430    ,1469-1795    ,12,9,20,25,27,22,30,14,15,9,23,8,36,5,5,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0
Animal Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2052,AGE                 ,0268-9146    ,1365-2052    ,109,151,57,46,28,56,19,8,55,7,6,8,4,3,6,9,2,9,16,2,3,1,0,0,6,0,2,0,0,4
ANZ Journal of Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1445-2197,ANS                 ,1445-1433    ,1445-2197    ,47,37,28,29,12,17,19,6,4,6,0,14,2,10,6,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0
APLAR Journal of Rheumatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8077,APL                 ,0219-0494    ,1479-8077    ,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMIS,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0463,APM                 ,0903-4641    ,1600-0463    ,4,22,40,14,9,28,15,5,5,3,15,1,4,5,6,13,1,1,6,1,4,1,1,0,3,2,1,1,1,5
Animal Science Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-0929,ASJ                 ,1344-3941    ,1740-0929    ,35,20,24,17,23,14,5,8,3,5,1,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annalen der Pharmacie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690c,JLAC                ,0365-5490    ,1099-0690    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Annalen der Physik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3889,ANDP                ,0003-3804    ,1521-3889    ,30,17,6,9,9,7,8,0,0,0,4,3,1,5,1,1,4,0,3,0,0,1,0,0,2,0,1,0,1,98
Annals of Anthropological Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-9588,NAPA                ,2153-957X    ,2153-9588    ,0,14,34,0,0,10,27,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Applied Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7348,AAB                 ,0003-4746    ,1744-7348    ,51,73,27,17,35,16,11,15,11,17,7,5,16,12,11,6,8,5,8,1,1,6,3,4,2,9,5,5,10,163
Annals of Clinical and Translational Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2328-9503,ACN3                ,2328-9503    ,2328-9503    ,23,68,32,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Eugenics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2050-1439,AHG                 ,2050-1420    ,2050-1439    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Annals of Gastroenterological Surgery,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-0328,AGS3                ,2475-0328    ,2475-0328    ,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Human Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-1809,AHG                 ,0003-4800    ,1469-1809    ,2,10,1,7,1,7,5,16,8,17,10,10,4,11,4,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0
Annals of Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-8249,ANA                 ,0364-5134    ,1531-8249    ,108,388,194,97,113,49,92,52,53,56,80,27,73,80,72,51,35,62,16,13,20,21,9,12,13,6,7,10,6,96
Annals of Noninvasive Electrocardiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1542-474X,ANEC                ,1082-720X    ,1542-474X    ,16,9,9,20,5,3,8,2,2,3,3,12,2,4,0,1,0,7,0,0,0,1,7,0,0,0,0,0,0,0
Annals of Public and Cooperative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8292,APCE                ,1370-4788    ,1467-8292    ,2,2,1,1,19,2,6,9,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2
Annals of The Lyceum of Natural History of New York,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-6632a,NYAS                ,0890-6564    ,1749-6632    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Annals of the Association of American Geographers,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8306,ANNA                ,0004-5608    ,1467-8306    ,0,0,0,0,0,0,0,0,0,0,0,10,3,6,9,7,5,0,8,0,0,1,0,1,0,0,1,1,0,22
Annals of the College of Surgeons of Hong Kong,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-2034,ASH                 ,1028-4001    ,1442-2034    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Annals of the New York Academy of Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-6632,NYAS                ,0077-8923    ,1749-6632    ,161,245,326,244,247,125,132,152,219,245,236,128,153,110,163,101,101,96,134,119,85,99,16,5,28,37,21,25,15,444
Annual Bulletin of Historical Literature,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8314,ABHL                ,0066-3832    ,1467-8314    ,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annual Review of Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8382,ARIS                ,0066-4200    ,1550-8382    ,0,0,0,0,0,0,0,15,0,7,2,2,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthropology & Education Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1492,AEQ                 ,0161-7761    ,1548-1492    ,0,54,41,36,12,22,22,7,3,3,14,1,2,5,0,1,1,1,1,5,6,1,1,1,1,0,0,0,2,13
Anthropology News,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-3502,ANNE                ,1541-6151    ,1556-3502    ,0,9,28,0,6,0,2,6,7,12,6,5,6,9,6,3,2,4,1,8,1,5,1,0,0,0,1,0,0,15
Anthropology Today,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8322,ANTH                ,0268-540X    ,1467-8322    ,0,43,45,8,19,4,4,1,1,2,3,0,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthropology and Humanism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1409,ANHU                ,1559-9167    ,1548-1409    ,0,13,8,5,14,1,4,1,2,8,4,8,0,0,1,7,1,3,0,0,0,0,1,1,1,1,0,0,0,0
Anthropology and Humanism Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1409a,ANHU                ,0193-5615    ,1548-1409    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Anthropology of Consciousness,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-3537,ANOC                ,1053-4202    ,1556-3537    ,0,8,9,18,1,3,4,3,6,2,2,4,1,0,0,3,2,0,1,0,6,0,0,0,2,1,1,1,0,0
Anthropology of Work Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1417,AWR                 ,0883-024X    ,1548-1417    ,0,3,11,7,8,7,3,12,35,8,3,1,0,1,2,0,0,6,0,1,0,0,0,0,1,1,5,3,4,5
Antipode,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8330,ANTI                ,0066-4812    ,1467-8330    ,51,65,64,48,41,37,49,63,33,18,15,14,17,8,12,5,54,8,2,0,0,4,2,0,0,0,0,0,0,2
Anzeiger fÃ¼r SchÃ¤dlingskunde,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0280,AFS                 ,1436-5693    ,1439-0280    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Applied Cognitive Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0720,ACP                 ,0888-4080    ,1099-0720    ,4,21,22,7,12,19,21,23,12,3,3,9,11,13,9,17,3,2,2,0,0,2,2,1,0,1,0,2,0,0
Applied Organometallic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0739,AOC                 ,0268-2605    ,1099-0739    ,38,6,5,3,12,6,1,6,31,0,4,1,5,1,0,1,0,0,0,0,2,2,1,0,1,0,0,0,1,1
Applied Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1464-0597,APPS                ,0269-994X    ,1464-0597    ,4,4,8,1,4,3,2,2,0,6,11,0,0,4,7,4,12,0,6,1,1,1,0,0,1,0,0,0,0,3
Applied Psychology: Health and Well-Being,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-0854,APHW                ,1758-0846    ,1758-0854    ,3,6,2,8,15,5,6,26,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Stochastic Models and Data Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0747,ASM                 ,8755-0024    ,1099-0747    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Applied Stochastic Models in Business and Industry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1526-4025,ASMB                ,1524-1904    ,1526-4025    ,7,12,0,7,0,1,5,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Vegetation Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1654-109X,AVSC                ,1402-2001    ,1654-109X    ,5,3,1,0,2,3,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aqua,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2087,AQU                 ,0003-7214    ,1365-2087    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASHE Higher Education Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-6306,AEHE                ,1551-6970    ,1554-6306    ,0,7,6,11,22,0,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHE-ERIC Higher Education Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-0709,AEHE                ,0884-0040    ,1536-0709    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Aquaculture Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2095,ANU                 ,1353-5773    ,1365-2095    ,33,13,10,5,0,0,4,1,2,0,0,4,1,14,2,2,3,2,1,0,2,3,0,0,0,0,0,0,0,0
Aquaculture Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2109,ARE                 ,1355-557X    ,1365-2109    ,29,38,18,10,10,2,6,7,17,6,3,18,5,0,5,4,2,4,3,4,1,8,0,0,0,0,0,0,0,0
Aquatic Conservation: Marine and Freshwater Ecosystems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0755,AQC                 ,1052-7613    ,1099-0755    ,23,24,17,9,7,2,3,4,5,1,4,0,1,2,1,1,0,0,5,2,0,0,0,1,0,0,0,0,0,0
Arabian Archaeology and Epigraphy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0471,AAE                 ,0905-7196    ,1600-0471    ,0,21,18,18,24,31,19,17,10,16,19,18,15,13,19,18,10,15,17,22,16,14,41,0,0,0,0,0,0,0
Archaeological Prospection,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0763,ARP                 ,1075-2196    ,1099-0763    ,2,0,3,0,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeology in Oceania,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1834-4453,ARCO                ,0728-4896    ,1834-4453    ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeometry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4754,ARCM                ,0003-813X    ,1475-4754    ,13,10,22,14,6,2,7,10,6,16,12,7,2,0,2,1,8,2,2,0,0,1,0,0,1,0,0,0,0,14
Archeological Papers of the American Anthropological Association,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1551-8248,APAA                ,1551-823X    ,1551-8248    ,0,14,0,47,13,2,8,34,0,0,1,0,0,0,0,35,0,2,0,0,1,3,0,17,14,0,0,0,16,0
Architectural Design,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-2769,AD                  ,0003-8504    ,1554-2769    ,0,83,96,27,49,36,49,40,22,28,12,31,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archiv der Pharmazie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4184,ARDP                ,0365-6233    ,1521-4184    ,6,6,13,6,2,0,2,1,0,4,0,5,0,2,0,0,5,2,1,1,0,0,1,1,1,2,0,0,0,14
Archives of Drug Information,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-5174,ADI2                ,1753-5174    ,1753-5174    ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archives of Insect Biochemistry and Physiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6327,ARCH                ,0739-4462    ,1520-6327    ,6,22,3,12,1,1,2,3,2,0,1,2,4,2,2,3,1,3,2,1,3,6,3,5,3,0,4,5,1,9
Area,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4762,AREA                ,0004-0894    ,1475-4762    ,8,25,24,2,2,23,18,10,3,3,0,4,11,0,2,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Aristotelian Society Supplementary Volume,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8349,SUPA                ,0309-7013    ,1467-8349    ,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Art History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8365,AHIS                ,0141-6790    ,1467-8365    ,3,26,24,34,15,43,44,16,6,8,2,8,7,3,4,0,1,0,2,1,3,0,3,2,0,3,3,1,3,20
Arthritis & Rheumatism,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-0131,ART                 ,0004-3591    ,1529-0131    ,1,0,0,0,0,111,124,109,77,96,93,114,87,87,53,84,66,43,14,15,12,15,28,18,15,9,8,11,16,176
Arthritis & Rheumatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2326-5205,ART                 ,2326-5191    ,2326-5205    ,76,315,152,105,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthritis Care & Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-0131a,ART                 ,0004-3591    ,1529-0131    ,0,0,0,0,0,0,0,0,0,31,51,54,29,15,42,33,9,13,3,0,0,0,0,0,0,0,0,0,0,0
Arthritis Care & Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2151-4658,ACR                 ,2151-464X    ,2151-4658    ,69,121,79,45,29,27,36,112,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artificial Organs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1594,AOR                 ,0160-564X    ,1525-1594    ,26,24,28,14,6,15,8,21,23,4,1,6,7,11,4,4,19,4,4,13,0,4,18,6,9,4,4,0,1,8
Asia & the Pacific Policy Studies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-2680,APP5                ,2050-2680    ,2050-2680    ,0,26,12,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia Pacific Journal of Clinical Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-6047,AJC                 ,0964-7058    ,1440-6047    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0
Asia Pacific Journal of Human Resources,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7941,APHR                ,1038-4111    ,1744-7941    ,2,7,3,4,3,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia Pacific Viewpoint,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8373,APV                 ,1360-7456    ,1467-8373    ,3,2,9,4,2,3,6,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Asia-Oceania Journal of Obstetrics and Gynaecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0756b,JOG                 ,0389-2328    ,1447-0756    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
Asia-Pacific Journal of Chemical Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-2143,APJ                 ,1932-2135    ,1932-2143    ,11,0,0,5,3,1,1,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Journal of Clinical Oncology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1743-7563,AJCO                ,1743-7555    ,1743-7563    ,16,10,16,8,14,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Journal of Financial Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-6156,AJFS                ,2041-9945    ,2041-6156    ,0,28,9,0,6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5872,APPY                ,1758-5864    ,1758-5872    ,5,3,8,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Economic Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8381,ASEJ                ,1351-3958    ,1467-8381    ,0,2,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,3,0,0,2,3,2,0,0,0,2,0,0,0
Asian Economic Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-3131,AEPR                ,1832-8105    ,1748-3131    ,0,12,1,0,1,4,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-7262,AJAN                ,1008-682X    ,1745-7262    ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Control,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-6093,ASJC                ,1561-8625    ,1934-6093    ,28,2,3,8,2,0,4,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Endoscopic Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5910,ASES                ,1758-5902    ,1758-5910    ,12,7,7,8,1,15,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Organic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2193-5815,AJOC                ,2193-5807    ,2193-5815    ,37,62,9,150,54,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Social Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-839X,AJSP                ,1367-2223    ,1467-839X    ,0,4,2,7,3,3,1,0,0,1,5,2,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0
Asian Politics & Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1943-0787,ASPP                ,1943-0779    ,1943-0787    ,0,11,6,15,35,1,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Social Work and Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-1411,ASWP                ,1753-1403    ,1753-1411    ,0,3,4,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
