Last Updated,02/10/18,.,WILEY CONFIDENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiley Online Library Journals List  2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Code used by Wiley ,ISSN,eSSN,Title,Price,2017 Usage,Cost per use,FTE Band (if applicable),Journal DOI,Wiley  Online Library URL,General Subject Category,Primary Subject Area,Media,External notes PRICING,POD availability,Online Open,Included in Database Model,Full Collection,STM Collection,SSH Collection,Medicine & Nursing Collection,Not in any Standard Collections,R4L Collection,INASP Collection,Collection Start year/Start year for Current Sub,Collection Start Volume/Start Vol for current Sub,Current Year Volume,Current Year Issue,Backfile Start Year,Backfile Start Volume,Backfile Start Issue,Backfile End Year,Backfile End Volume,Backfile End Issue,Society Name,2018 Impact Factor,
JFS,0149-6085,1745-4565,JOURNAL OF FOOD SAFETY,579,102,$5.68,,10.1111/(ISSN)1745-4565,https://onlinelibrary.wiley.com/journal/17454565,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,16,39,6,1977,VOL. 1,1,1996,16,3,,0.948,
JFS3,,1541-4329,JOURNAL OF FOOD SCIENCE EDUCATION,#N/A,48,#N/A,,10.1111/(ISSN)1541-4329,https://onlinelibrary.wiley.com/journal/15414329,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Online,Free title,,No,No,Full Collection,STM Collection,,,,R4L Collection,INASP Collection,2002,1,18,4,,,,,,,Institute of Food Technologists,,
JFTR,1756-2570,1756-2589,JOURNAL OF FAMILY THEORY & REVIEW,#N/A,73,#N/A,,10.1111/(ISSN)1756-2589,https://onlinelibrary.wiley.com/journal/17562589,Social & Behavioral Sciences,Family Studies General,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2009,1,11,4,,,,,,,National Council on Family Relations,1.568,
JGC4,,1573-3599,JOURNAL OF GENETIC COUNSELING,1220,#N/A,#N/A,,10.1002/(ISSN)1573-3599,https://onlinelibrary.wiley.com/journal/15733599,Life Sciences,Human Genetics,Online,2019 Takeover - E-only title,,Yes,Yes,,,,,Not in any Standard Collection,,,1997,6,28,6,,,,,,,,,
JGH,0815-9319,1440-1746,JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,2278,600,$3.80,,10.1111/(ISSN)1440-1746,https://onlinelibrary.wiley.com/journal/14401746,Medicine,Gastroenterology & Hepatology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,12,34,12,1986,VOL. 1,1,1996,11,12,Journal of Gastroenterology and Hepatology Foundation,3.452,
JGM,1099-498X,1521-2254,THE JOURNAL OF GENE MEDICINE,2037,140,$14.55,,10.1002/(ISSN)1521-2254,https://onlinelibrary.wiley.com/journal/15212254,Life Sciences,DNA & RNA Therapies,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1999,1,21,12,,,,,,,,2.524,
JGRA,2169-9380,2169-9402,JOURNAL OF GEOPHYSICAL RESEARCH: SPACE PHYSICS,5079,276,$18.40,FTE-Small,10.1002/(ISSN)2169-9402,https://agupubs.onlinelibrary.wiley.com/journal/21699402,"Earth, Space & Environmental Sciences",Space and Planetary Sciences,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,102,124,12,1978,VOL 83,A12,1996,101,A12,American Geophysical Union,,
JGRB,2169-9313,2169-9356,JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH,4867,1667,$2.92,FTE-Small,10.1002/(ISSN)2169-9356,https://agupubs.onlinelibrary.wiley.com/journal/21699356,"Earth, Space & Environmental Sciences",Geology & Geophysics,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,102,124,12,1968,83,B12,1996,101,B12,American Geophysical Union,,
JGRC,2169-9275,2169-9291,JOURNAL OF GEOPHYSICAL RESEARCH: OCEANS,3874,243,$15.94,FTE-Small,10.1002/(ISSN)2169-9291,https://agupubs.onlinelibrary.wiley.com/journal/21699291,"Earth, Space & Environmental Sciences",Oceanography & Paleoceanography,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,102,124,12,1978,83,C12,1996,101,C12,American Geophysical Union,,
JGRD,2169-897X,2169-8996,JOURNAL OF GEOPHYSICAL RESEARCH: ATMOSPHERES,9999,1049,$9.53,FTE-Small,10.1002/(ISSN)2169-8996,https://agupubs.onlinelibrary.wiley.com/journal/21698996,"Earth, Space & Environmental Sciences",Atmospheric Sciences,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,102,124,24,1984,89,D7,1996,101,D23,American Geophysical Union,,
JGRE,2169-9097,2169-9100,JOURNAL OF GEOPHYSICAL RESEARCH: PLANETS,1764,450,$3.92,FTE-Small,10.1002/(ISSN)2169-9100,https://agupubs.onlinelibrary.wiley.com/journal/21699100,"Earth, Space & Environmental Sciences",Geology & Geophysics,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,102,124,12,1991,96,E5,1996,101,E12,American Geophysical Union,,
JGRF,2169-9003,2169-9011,JOURNAL OF GEOPHYSICAL RESEARCH: EARTH SURFACE,1514,79,$19.16,FTE-Small,10.1002/(ISSN)2169-9011,https://agupubs.onlinelibrary.wiley.com/journal/21699011,"Earth, Space & Environmental Sciences",Geomorphology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2003,108,124,12,,,,,,,American Geophysical Union,,
JGRG,2169-8953,2169-8961,JOURNAL OF GEOPHYSICAL RESEARCH: BIOGEOSCIENCES,1234,169,$7.30,FTE-Small,10.1002/(ISSN)2169-8961,https://agupubs.onlinelibrary.wiley.com/journal/21698961,"Earth, Space & Environmental Sciences","Paleontology, Paleobiology & Geobiology",Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2005,110,124,12,,,,,,,American Geophysical Union,,
JGS,0002-8614,1532-5415,JOURNAL OF AMERICAN GERIATRICS SOCIETY,1353,2582,$0.52,,10.1111/(ISSN)1532-5415,https://onlinelibrary.wiley.com/journal/15325415,Medicine,Geriatric Medicine,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,45,67,14,1953,,,1996,,,American Geriatrics Society,4.388,
JGT,0364-9024,1097-0118,JOURNAL OF GRAPH THEORY,#N/A,40,#N/A,,10.1002/(ISSN)1097-0118,https://onlinelibrary.wiley.com/journal/10970118,Mathematics & Statistics,Graph Theory,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,21,90-92,11,1977,VOL. 1,1,1995,20,4,,0.796,
JHBP,1868-6974,1868-6982,JOURNAL OF HEPATO-BILIARY-PANCREATIC SCIENCES,751,8,$93.88,,10.1002/(ISSN)1868-6982,https://onlinelibrary.wiley.com/journal/18686982,Medicine,Surgery & Surgical Specialties,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,,26,12,,,,,,,Japanese Society of Hepato-Biliary-Pancreatic Surgery,2.710,
JHBS,0022-5061,1520-6696,JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES,808,105,$7.70,,10.1002/(ISSN)1520-6696,https://onlinelibrary.wiley.com/journal/15206696,Humanities,General & Introductory History,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1996,33,55,4,1965,VOL. 1,1,1995,32,4,,0.667,
JHET,0022-152X,1943-5193,JOURNAL OF HETEROCYCLIC CHEMISTRY,1863,279,$6.68,,10.1002/(ISSN)1943-5193,https://onlinelibrary.wiley.com/journal/19435193,Chemistry,Organic Chemistry,Print & Online,,,No,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,34,56,12,1964,VOL. 1,1,1996,33,6,,0.893,
JHN,0952-3871,1365-277X,JOURNAL OF HUMAN NUTRITION & DIETETICS,1464,301,$4.86,,10.1111/(ISSN)1365-277X,https://onlinelibrary.wiley.com/journal/1365277X,"Nursing, Dentistry & Healthcare",Nutrition,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,10,32,6,1988,VOL. 1,1,1996,9,6,British Dietetic Association,2.638,
JHRM,1074-4797,2040-0861,JOURNAL OF HEALTHCARE RISK MANAGEMENT,1692,1,"$1,692.00",FTE-Small,10.1002/(ISSN)2040-0861,https://onlinelibrary.wiley.com/journal/20400861,"Nursing, Dentistry & Healthcare",Law & Ethics in Health & Social Care,Print & Online,,,No,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,1997,17,39,4,1984,VOL. 1,1,1996,16,4,American Society for Healthcare Risk Management,,
JIB,0046-9750,2050-0416,JOURNAL OF THE INSTITUTE OF BREWING,546,425,$1.28,,10.1002/(ISSN)2050-0416,https://onlinelibrary.wiley.com/journal/20500416,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,102,125,4,,,,,,,The Institute of Brewing & Distilling,0.859,
JICD,2041-1618,2041-1626,JOURNAL OF INVESTIGATIVE AND CLINICAL DENTISTRY,1712,12,$142.67,FTE-Small,10.1111/(ISSN)2041-1626,https://onlinelibrary.wiley.com/journal/20411626,"Nursing, Dentistry & Healthcare",Endodontics,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2010,1,10,4,,,,,,,,,
JID,0954-1748,1099-1328,JOURNAL OF INTERNATIONAL DEVELOPMENT,2558,301,$8.50,,10.1002/(ISSN)1099-1328,https://onlinelibrary.wiley.com/journal/10991328,Social & Behavioral Sciences,General & Introductory Development Studies,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1996,8,31,8,1989,VOL. 1,1,1995,7,6,,0.786,
JIEC,1088-1980,1530-9290,JOURNAL OF INDUSTRIAL ECOLOGY,665,282,$2.36,,10.1111/(ISSN)1530-9290,https://onlinelibrary.wiley.com/journal/15309290,"Earth, Space & Environmental Sciences",Environmental Science,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,1,23,6,,,,,,,International Society for Industrial Ecology,3.265,
JIFM,0954-1314,1467-646X,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,1382,7,$197.43,,10.1111/(ISSN)1467-646X,https://onlinelibrary.wiley.com/journal/1467646X,"Business, Economics, Finance & Accounting",International Finance,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,8,30,3,1989,VOL. 1,1,1996,7,3,,,
JIMD,0141-8955,1573-2665,JOURNAL OF INHERITED METABOLIC DISEASE,2803,#N/A,#N/A,,10.1002/(ISSN)1573-2665,https://onlinelibrary.wiley.com/journal/15732665,Medicine,Metabolic Disease,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,R4L Collection,INASP Collection,1997,20,42,6,,,,,,,,,
JIP,1544-4759,1544-4767,JOURNAL OF INVESTIGATIVE PSYCHOLOGY AND OFFENDER PROFILING,380,13,$29.23,,10.1002/(ISSN)1544-4767,https://onlinelibrary.wiley.com/journal/15444767,Psychology,Clinical Psychology,Online,E-only title,Yes,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,2004,1,16,3,,,,,,,,0.882,
JIPB,1672-9072,1744-7909,JOURNAL OF INTEGRATIVE PLANT BIOLOGY,1205,634,$1.90,,10.1111/(ISSN)1744-7909,https://onlinelibrary.wiley.com/journal/17447909,Life Sciences,Plant Science,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,2005,47,61,12,,,,,,,"Chinese Academy of Sciences, Institute of Botany",3.962,
JIR,0964-2633,1365-2788,JOURNAL OF INTELLECTUAL DISABILITY RESEARCH,2051,111,$18.48,,10.1111/(ISSN)1365-2788,https://onlinelibrary.wiley.com/journal/13652788,"Nursing, Dentistry & Healthcare",Intellectual Disability,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,1997,41,63,12,1957,VOL. 1,1,1996,40,6,International Association of the Scientific Study of Intellectual Disabilities,1.990,
JJA2,,1883-3772,NIHON KYUKYU IGAKUKAI ZASSHI,#N/A,2,#N/A,,10.1002/(ISSN)1883-3772,https://onlinelibrary.wiley.com/journal/18833772,"Nursing, Dentistry & Healthcare","Acute, Critical & Emergency Care",Online,E-only title,,No,Yes,,,,,Not in any Standard Collection,,,2015,26,30,12,,,,,,,Japanese association for acute medicine,,
JJNS,1742-7932,1742-7924,JAPAN JOURNAL OF NURSING SCIENCE,430,24,$17.92,,10.1111/(ISSN)1742-7924,https://onlinelibrary.wiley.com/journal/17427924,"Nursing, Dentistry & Healthcare",Nursing General,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2004,1,16,4,,,,,,,Japan Academy of Nursing Science,0.554,
JLB,0741-5400,1938-3673,JOURNAL OF LEUKOCYTE BIOLOGY,1253,0,#DIV/0!,FTE-Small,10.1002/(ISSN)1938-3673,https://jlb.onlinelibrary.wiley.com/journal/19383673,Medicine,Immunology,Print & Online,,,Yes,Yes,,,,,Not in any Standard Collection,,,1997,83,105-106,12,1984,VOL. 35,1,1996,60,6,Society for Leukocyte Biology,,
JLC,0362-4803,1099-1344,JOURNAL OF LABELLED COMPOUNDS AND RADIOPHARMACEUTICALS,8636,4,"$2,159.00",,10.1002/(ISSN)1099-1344,https://onlinelibrary.wiley.com/journal/10991344,Chemistry,Methods - Synthesis & Techniques,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,37,62,14,1965,VOL. 1,1,1995,36,12,,1.745,
JLCA,1935-4932,1935-4940,JOURNAL OF LATIN AMERICAN & CARIBBEAN ANTHROPOLOGY,105,9,$11.67,,10.1111/(ISSN)1935-4940,https://anthrosource.onlinelibrary.wiley.com/journal/19354940,Social & Behavioral Sciences,Latin- & Meso-American Anthropology,Online,E-only title,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,2,24,3,,,,,,,American Anthropological Association,,
JLCD,1368-2822,1460-6984,INTERNATIONAL JOURNAL OF LANGUAGE & COMMUNICATION DISORDERS,1734,29,$59.79,,10.1111/(ISSN)1460-6984,https://onlinelibrary.wiley.com/journal/14606984,Humanities,Speech Science,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,1997,32,54,6,1966,VOL. 1,1,1996,31,4,Royal College of Speech and Language Therapists,2.195,
JLMS,0024-6107,1469-7750,JOURNAL OF THE LONDON MATHEMATICAL SOCIETY,1265,83,$15.24,,10.1112/(ISSN)1469-7750,https://londmathsoc.onlinelibrary.wiley.com/journal/14697750,Mathematics & Statistics,General & Introductory Mathematics,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,55,99-100,6,1926,1,1,1996,54,3,London Mathematical Society,0.895,
JLS,1935-2611,1935-262X,JOURNAL OF LEADERSHIP STUDIES,1376,22,$62.55,FTE-Small,10.1002/(ISSN)1935-262X,https://onlinelibrary.wiley.com/journal/1935262X,"Business, Economics, Finance & Accounting",Organization & Management Theory,Online,2019 E-Only Title,Yes,No,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2007,1,13,4,,,,,,,International Leadership Association,,
JLSE,0896-5811,1744-1722,JOURNAL OF LEGAL STUDIES EDUCATION,#N/A,18,#N/A,,10.1111/(ISSN)1744-1722,https://onlinelibrary.wiley.com/journal/17441722,Law & Criminology,Commercial Law,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,15,36,2,1983,VOL. 1,1,1996,14,2,Academy of Legal Studies in Business,,
JMCB,0022-2879,1538-4616,"JOURNAL OF MONEY, CREDIT AND BANKING",763,119,$6.41,,10.1111/(ISSN)1538-4616,https://onlinelibrary.wiley.com/journal/15384616,"Business, Economics, Finance & Accounting",Macroeconomics,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2007,39,51,8,,,,,,,Ohio State University Department of Economics,1.509,
JMCD,0883-8534,2161-1912,JOURNAL OF MULTICULTURAL COUNSELING ANDDEVELOPMENT,290,27,$10.74,,10.1002/(ISSN)2161-1912,https://onlinelibrary.wiley.com/journal/21611912,Psychology,Psychotherapy & Counseling,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1985,13,47,4,1972,,,1996,,,American Counseling Association (ACA),0.421,
JMFT,0194-472X,1752-0606,JOURNAL OF MARITAL AND FAMILY THERAPY,519,53,$9.79,,10.1111/(ISSN)1752-0606,https://onlinelibrary.wiley.com/journal/17520606,Psychology,Family Therapy,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,1997,23,45,4,1975,VOL. 1,1,1996,22,4,American Association for Marriage and Family Therapy,2.528,
JMG,0263-4929,1525-1314,JOURNAL OF METAMORPHIC GEOLOGY,4239,18,$235.50,,10.1111/(ISSN)1525-1314,https://onlinelibrary.wiley.com/journal/15251314,"Earth, Space & Environmental Sciences",Geochemistry & Mineralogy,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,15,37,9,1983,VOL. 1,1,1996,14,6,,3.594,
JMI,0022-2720,1365-2818,JOURNAL OF MICROSCOPY,3553,773,$4.60,,10.1111/(ISSN)1365-2818,https://onlinelibrary.wiley.com/journal/13652818,Chemistry,Microscopy,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1997,185,273-276,12,1841,VOL. 1,1,1996,184,3,Royal Microscopical Society,1.692,
JMOR,0362-2525,1097-4687,JOURNAL OF MORPHOLOGY,10799,392,$27.55,,10.1002/(ISSN)1097-4687,https://onlinelibrary.wiley.com/journal/10974687,Life Sciences,General & Introductory Life Sciences,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,227,280,12,1887,VOL. 1,1,1995,226,3,,1.655,
JMP,0047-2565,1600-0684,JOURNAL OF MEDICAL PRIMATOLOGY,1768,#N/A,#N/A,,10.1111/(ISSN)1600-0684,https://onlinelibrary.wiley.com/journal/16000684,Medicine,Dermatology,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1999,29,48,6,,,,,,,,0.930,
JMR,0952-3499,1099-1352,JOURNAL OF MOLECULAR RECOGNITION,2776,97,$28.62,,10.1002/(ISSN)1099-1352,https://onlinelibrary.wiley.com/journal/10991352,Chemistry,Biochemistry (Chemical Biology),Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,9,32,12,1988,VOL. 1,1,1995,8,6,,2.091,
JMRI,1053-1807,1522-2586,JOURNAL OF MAGNETIC RESONANCE IMAGING,3305,1436,$2.30,,10.1002/(ISSN)1522-2586,https://onlinelibrary.wiley.com/journal/15222586,Medicine,Radiology & Imaging,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1999,9,49-50,12,1991,VOL. 1,1,1998,8,6,International Society for Magnetic Resonance in Medicine,3.083,
JMS,1076-5174,1096-9888,JOURNAL OF MASS SPECTROMETRY  (INCORP BIOLOGICAL MASS SPECTROMETRY),13825,51,$271.08,,10.1002/(ISSN)1096-9888c,https://onlinelibrary.wiley.com/journal/10969888c,Chemistry,Mass Spectrometry,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,31,54,12,1968,VOL. 1,1,1995,30,12,,2.422,
JMV,0146-6615,1096-9071,JOURNAL OF MEDICAL VIROLOGY,9716,320,$30.36,,10.1002/(ISSN)1096-9071,https://onlinelibrary.wiley.com/journal/10969071,Life Sciences,Infectious Disease & Microbiology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1996,48,91,12,1977,VOL. 1,1,1995,47,4,,1.935,
JMWH,1526-9523,1542-2011,JOURNAL OF MIDWIFERY & WOMEN'S HEALTH,691,213,$3.24,,10.1111/(ISSN)1542-2011,https://onlinelibrary.wiley.com/journal/15422011,"Nursing, Dentistry & Healthcare",Nursing General,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,42,64,6,1955,VOL. 1,1,1996,41,6,American College of Nurse-Midwives (ACNM),1.500,
JNC,0022-3042,1471-4159,JOURNAL OF NEUROCHEMISTRY,7263,2886,$2.52,,10.1111/(ISSN)1471-4159,https://onlinelibrary.wiley.com/journal/14714159,Life Sciences,Neuroscience,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,68,148-151,24,1956,VOL. 1,1,1996,67,6,International Society for Neurochemistry,4.083,
JNE,0953-8194,1365-2826,JOURNAL OF NEUROENDOCRINOLOGY,4782,387,$12.36,,10.1111/(ISSN)1365-2826,https://onlinelibrary.wiley.com/journal/13652826,Life Sciences,Neuroendocrinology,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,9,31,12,1989,VOL. 1,1,1996,8,12,British Society for Neuroendocrinology,3.470,
JNM,0894-3370,1099-1204,"INTERNATIONAL JOURNAL OF NUMERICAL MODELLING: ELECTRONIC NETWORKS, DEVICES AND FIELDS",3160,40,$79.00,,10.1002/(ISSN)1099-1204,https://onlinelibrary.wiley.com/journal/10991204,Physical Sciences & Engineering,General & Introductory Electrical & Electronics Engineering,Online,E-only title,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,9,32,6,1988,VOL. 1,1,1995,8,6,,0.622,
JNP,1748-6645,1748-6653,JOURNAL OF NEUROPSYCHOLOGY,414,50,$8.28,,10.1111/(ISSN)1748-6653,https://onlinelibrary.wiley.com/journal/17486653,Psychology,Clinical Neuropsychology,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,2007,1,13,3,,,,,,,British Psychological Society (BPS),3.634,
JNR,0360-4012,1097-4547,JOURNAL OF NEUROSCIENCE RESEARCH,21062,1018,$20.69,,10.1002/(ISSN)1097-4547,https://onlinelibrary.wiley.com/journal/10974547,Life Sciences,Neuroscience,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,,,,INASP Collection,1996,43,97,12,1975,VOL. 1,1,1995,42,6,,2.481,
JNS,1085-9489,1529-8027,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,670,136,$4.93,,10.1111/(ISSN)1529-8027,https://onlinelibrary.wiley.com/journal/15298027,Medicine,Neurology,Online,E-only title,Yes,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,2000,5,24,4,,,,,,,Peripheral Nerve Society,2.258,
JNU,1527-6546,1547-5069,JOURNAL OF NURSING SCHOLARSHIP,366,1,$366.00,,10.1111/(ISSN)1547-5069,https://sigmapubs.onlinelibrary.wiley.com/journal/15475069,"Nursing, Dentistry & Healthcare",Nursing General,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,29,51,6,1967,VOL. 1,1,1996,28,4,Sigma Theta Tau International The Honor Society of Nursing,1.521,
JOA,0021-8782,1469-7580,JOURNAL OF ANATOMY,3749,416,$9.01,,10.1111/(ISSN)1469-7580,https://onlinelibrary.wiley.com/journal/14697580,Life Sciences,Anatomy & Physiology,Print & Online,,,Yes,Yes,Full Collection,STM Collection,,Medicine & Nursing Collection,,,INASP Collection,1997,190,234-235,12,,,,,,,Anatomical Society,2.182,
JOAC,1471-0358,1471-0366,JOURNAL OF AGRARIAN CHANGE,1072,301,$3.56,,10.1111/(ISSN)1471-0366,https://onlinelibrary.wiley.com/journal/14710366,Social & Behavioral Sciences,General & Introductory Development Studies,Online,E-only title,Yes,Yes,Yes,Full Collection,,SSH Collection,,,,INASP Collection,2001,1,19,4,,,,,,,,2.345,
JOAP,0021-8774,    -,JOURNAL OF ANALYTICAL PSYCHOLOGY,890,34,$26.18,,10.1111/(ISSN)1468-5922,https://onlinelibrary.wiley.com/journal/14685922,Psychology,Psychotherapy & Counseling,Print & Online,,,Yes,Yes,Full Collection,,SSH Collection,Medicine & Nursing Collection,,,INASP Collection,1997,42,64,5,1955,VOL. 1,1,1996,41,4,The Society of Analytical Psychology,,
