Journal Report 5 (R4),Number of Successful Full-Text Article Requests by Year-of-Publication (YOP) and Journal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Articles In Press   ,YOP 2016            ,YOP 2015            ,YOP 2014            ,YOP 2013            ,YOP 2012            ,YOP 2011            ,YOP 2010            ,YOP 2009            ,YOP 2008            ,YOP 2007            ,YOP 2006            ,YOP 2005            ,YOP 2004            ,YOP 2003            ,YOP 2002            ,YOP 2001            ,YOP 2000            ,YOP 1999            ,YOP 1998            ,YOP 1997            ,YOP 1996            ,YOP 1995            ,YOP 1994            ,YOP 1993            ,YOP 1992            ,YOP 1991            ,YOP 1990            ,YOP Pre 1990        
American Journal of Reproductive Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0897b,AJI                 ,0271-7352    ,1600-0897    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
American Journal of Reproductive Immunology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0897,AJI                 ,1046-7408    ,1600-0897    ,2,158,23,20,18,21,11,12,11,8,9,5,4,10,6,3,4,5,2,2,9,0,1,1,0,5,1,1,1
American Journal of Transplantation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-6143,AJT                 ,1600-6135    ,1600-6143    ,0,594,182,117,192,103,69,85,70,76,30,54,52,58,27,4,9,0,0,0,0,0,0,0,0,0,0,0,0
Anaesthesia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2044,ANAE                ,0003-2409    ,1365-2044    ,0,175,52,67,75,44,34,22,64,38,59,12,18,24,37,13,15,29,28,10,9,7,3,9,7,5,0,7,43
Analyses of Social Issues and Public Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1530-2415,ASAP                ,1529-7489    ,1530-2415    ,1,3,13,3,10,17,1,2,0,1,0,3,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8284,ANAL                ,0003-2638    ,1467-8284    ,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Analytic Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-960X,PHIB                ,2153-9596    ,2153-960X    ,0,4,8,3,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anatomia, Histologia, Embryologia",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0264,AHE                 ,0340-2096    ,1439-0264    ,0,13,13,18,10,17,7,3,5,3,11,1,12,1,3,1,2,6,1,0,3,1,1,0,4,0,1,5,6
Anatomical Science International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-073X,ASIN                ,1447-6959    ,1447-073X    ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatomical Sciences Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-9780,ASE                 ,1935-9772    ,1935-9780    ,0,16,15,5,9,2,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrologia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0272,AND                 ,0303-4569    ,1439-0272    ,15,32,13,15,4,27,5,8,5,5,0,5,2,3,3,4,4,3,2,0,1,3,1,0,1,1,0,0,13
Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2047-2927,ANDR                ,2047-2919    ,2047-2927    ,0,117,179,174,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angewandte Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3757,ANGE                ,0044-8249    ,1521-3757    ,0,891,256,121,89,122,162,102,62,90,51,112,49,28,48,26,16,6,2,2,1,7,1,18,4,2,2,4,62
Angewandte Chemie International Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3773,ANIE                ,1433-7851    ,1521-3773    ,0,7784,2189,1209,966,902,738,626,529,608,404,383,347,330,247,215,137,61,56,61,0,0,0,0,0,0,0,0,0
Angewandte Chemie International Edition in English,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3773a,ANIEBACK            ,0570-0833    ,1521-3773    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,40,60,31,26,23,13,18,308
Animal Blood Groups and Biochemical Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2052a,AGE                 ,0003-3480    ,1365-2052    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Animal Conservation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-1795,ACV                 ,1367-9430    ,1469-1795    ,0,21,30,40,26,14,20,35,18,19,13,18,6,3,2,2,0,1,2,4,0,0,0,0,0,0,0,0,0
Animal Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2052,AGE                 ,0268-9146    ,1365-2052    ,0,129,23,31,20,17,7,37,16,9,6,9,3,6,7,5,1,1,2,6,2,0,1,3,0,0,0,1,3
Animal Science Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-0929,ASJ                 ,1344-3941    ,1740-0929    ,1,25,7,28,9,17,6,9,4,6,0,5,8,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Annalen der Pharmacie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690c,JLAC                ,0365-5490    ,1099-0690    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Annalen der Physik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3889,ANDP                ,0003-3804    ,1521-3889    ,0,10,9,3,0,4,2,2,0,1,2,5,1,2,0,2,0,1,0,3,4,0,0,1,3,1,1,1,73
Annals of Anthropological Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-9588,NAPA                ,2153-957X    ,2153-9588    ,0,18,6,5,3,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Applied Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7348,AAB                 ,0003-4746    ,1744-7348    ,0,58,36,30,25,7,8,15,14,18,15,12,8,7,6,3,4,4,7,2,2,5,6,5,8,2,7,5,201
Annals of Clinical and Translational Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2328-9503,ACN3                ,2328-9503    ,2328-9503    ,0,29,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Eugenics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2050-1439,AHG                 ,2050-1420    ,2050-1439    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Annals of Human Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-1809,AHG                 ,0003-4800    ,1469-1809    ,0,14,9,7,13,7,5,4,2,5,11,9,6,3,8,1,0,0,4,3,2,0,1,0,0,0,0,0,0
Annals of Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-8249,ANA                 ,0364-5134    ,1531-8249    ,3,420,188,143,101,98,130,97,55,50,47,60,66,64,62,53,50,21,15,15,21,11,25,25,13,12,16,13,137
ANZ Journal of Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1445-2197,ANS                 ,1445-1433    ,1445-2197    ,52,42,16,16,46,13,13,6,8,6,16,11,4,12,15,6,4,0,0,0,0,0,0,0,0,0,0,0,0
APLAR Journal of Rheumatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8077,APL                 ,0219-0494    ,1479-8077    ,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APMIS,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0463,APM                 ,0903-4641    ,1600-0463    ,0,72,27,26,39,13,13,7,5,6,4,1,10,14,14,4,3,0,7,5,5,7,1,0,3,2,3,3,4
Annals of Noninvasive Electrocardiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1542-474X,ANEC                ,1082-720X    ,1542-474X    ,2,11,20,9,4,3,6,0,0,4,15,3,5,0,0,1,5,1,0,0,0,2,0,0,0,0,0,0,0
Annals of Public and Cooperative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8292,APCE                ,1370-4788    ,1467-8292    ,1,3,2,3,0,4,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,2
Annals of the Association of American Geographers,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8306,ANNA                ,0004-5608    ,1467-8306    ,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,2,12,0,0,3,0,0,4,0,1,0,0,14
Annals of the College of Surgeons of Hong Kong,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-2034,ASH                 ,1028-4001    ,1442-2034    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of the New York Academy of Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-6632,NYAS                ,0077-8923    ,1749-6632    ,5,419,362,250,135,135,166,188,219,248,127,162,142,179,165,117,111,77,108,80,63,17,12,31,36,33,18,27,458
Annual Bulletin of Historical Literature,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8314,ABHL                ,0066-3832    ,1467-8314    ,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Annual Review of Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8382,ARIS                ,0066-4200    ,1550-8382    ,0,0,0,0,0,0,3,1,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthropology & Education Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1492,AEQ                 ,0161-7761    ,1548-1492    ,0,25,21,19,9,17,5,6,6,14,1,3,10,2,0,2,3,1,2,4,3,3,0,8,7,0,0,2,5
Anthropology News,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-3502,ANNE                ,1541-6151    ,1556-3502    ,0,8,7,17,2,6,25,25,12,16,3,11,7,6,3,6,4,7,0,0,7,1,0,0,1,0,0,0,9
Anthropology Today,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8322,ANTH                ,0268-540X    ,1467-8322    ,0,43,6,2,3,3,1,6,2,1,6,2,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Anthropology and Humanism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1409,ANHU                ,1559-9167    ,1548-1409    ,0,11,0,3,6,8,1,8,5,0,0,0,1,1,0,2,0,1,0,1,10,0,0,0,0,0,0,0,0
Anthropology and Humanism Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1409a,ANHU                ,0193-5615    ,1548-1409    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Anthropology of Consciousness,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-3537,ANOC                ,1053-4202    ,1556-3537    ,0,8,12,2,0,4,6,9,0,1,0,1,0,0,0,1,0,0,0,5,1,1,1,0,2,0,1,3,0
Anthropology of Work Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1417,AWR                 ,0883-024X    ,1548-1417    ,0,7,9,9,6,7,4,14,7,2,3,0,1,0,0,1,0,0,0,3,1,0,0,0,1,0,2,1,0
Antipode,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8330,ANTI                ,0066-4812    ,1467-8330    ,12,88,39,33,61,50,30,14,18,2,10,24,13,8,4,20,8,12,5,3,5,0,0,0,0,0,0,0,1
Anxiety,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7154,ANXI                ,1070-9797    ,1522-7154    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Applied Cognitive Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0720,ACP                 ,0888-4080    ,1099-0720    ,0,57,18,17,18,4,15,8,4,12,4,13,5,3,3,3,2,3,0,0,1,1,0,3,0,4,2,0,3
Applied Organometallic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0739,AOC                 ,0268-2605    ,1099-0739    ,0,18,11,13,8,4,18,14,5,2,4,1,2,2,2,3,9,1,1,0,3,0,1,2,1,4,3,0,1
Applied Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1464-0597,APPS                ,0269-994X    ,1464-0597    ,0,6,3,6,8,12,0,3,11,16,0,6,8,18,4,6,2,5,0,0,5,0,6,0,0,0,0,1,5
Applied Psychology: Health and Well-Being,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-0854,APHW                ,1758-0846    ,1758-0854    ,0,4,5,7,2,4,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Stochastic Models and Data Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0747,ASM                 ,8755-0024    ,1099-0747    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Applied Stochastic Models in Business and Industry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1526-4025,ASMB                ,1524-1904    ,1526-4025    ,0,15,4,1,0,0,0,6,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Applied Vegetation Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1654-109X,AVSC                ,1402-2001    ,1654-109X    ,0,16,3,1,3,4,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Aqua,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2087,AQU                 ,0003-7214    ,1365-2087    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Aquaculture Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2095,ANU                 ,1353-5773    ,1365-2095    ,4,11,5,2,7,6,11,3,4,8,6,1,2,1,1,0,4,0,4,0,5,0,0,0,0,0,0,0,0
Aquaculture Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2109,ARE                 ,1355-557X    ,1365-2109    ,4,22,9,7,14,1,6,18,1,5,6,2,3,8,6,0,1,3,0,3,0,0,0,0,0,0,0,0,0
Aquatic Conservation: Marine and Freshwater Ecosystems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0755,AQC                 ,1052-7613    ,1099-0755    ,0,57,7,7,4,2,8,1,3,2,0,3,3,0,1,2,2,0,4,0,0,0,0,0,0,0,1,0,0
Arabian Archaeology and Epigraphy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0471,AAE                 ,0905-7196    ,1600-0471    ,0,5,4,6,23,13,2,0,0,0,3,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Archaeological Prospection,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0763,ARP                 ,1075-2196    ,1099-0763    ,0,4,0,0,0,1,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeology in Oceania,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1834-4453,ARCO                ,0728-4896    ,1834-4453    ,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeometry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4754,ARCM                ,0003-813X    ,1475-4754    ,0,17,7,9,2,15,3,4,0,14,2,4,5,2,2,1,3,1,0,1,0,0,1,0,0,1,1,0,4
Archeological Papers of the American Anthropological Association,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1551-8248,APAA                ,1551-823X    ,1551-8248    ,0,6,17,6,1,6,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2,0,0,6,0
Architectural Design,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-2769,AD                  ,0003-8504    ,1554-2769    ,0,105,33,40,42,40,41,31,23,15,15,57,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archiv der Pharmazie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4184,ARDP                ,0365-6233    ,1521-4184    ,0,28,3,4,0,1,0,3,0,0,3,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,12
Archives of Insect Biochemistry and Physiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6327,ARCH                ,0739-4462    ,1520-6327    ,0,19,9,8,2,3,1,4,1,2,0,1,5,0,1,1,6,2,1,1,1,4,3,0,2,2,2,4,7
ASHE Higher Education Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-6306,AEHE                ,1551-6970    ,1554-6306    ,0,4,1,13,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHE-ERIC Higher Education Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-0709,AEHE                ,0884-0040    ,1536-0709    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
ASHE-ERIC/Higher Education Research Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-0709b,AEHE                ,0737-1292    ,1536-0709    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Area,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4762,AREA                ,0004-0894    ,1475-4762    ,0,5,8,8,15,13,3,5,2,1,2,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Aristotelian Society Supplementary Volume,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8349,SUPA                ,0309-7013    ,1467-8349    ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
Art History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8365,AHIS                ,0141-6790    ,1467-8365    ,0,25,39,19,97,26,10,18,4,1,9,13,5,8,0,4,3,3,0,4,1,3,0,5,4,3,4,3,33
Arthritis & Rheumatism,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-0131,ART                 ,0004-3591    ,1529-0131    ,0,0,0,0,134,183,71,69,99,104,119,74,62,71,48,59,32,8,19,12,13,13,18,10,11,14,13,8,145
Arthritis & Rheumatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2326-5205,ART                 ,2326-5191    ,2326-5205    ,0,303,102,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthritis Care & Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-0131a,ART                 ,0004-3591    ,1529-0131    ,0,0,0,0,0,0,0,0,21,29,30,11,7,3,30,5,26,1,0,0,0,0,0,0,0,0,0,0,0
Arthritis Care & Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2151-4658,ACR                 ,2151-464X    ,2151-4658    ,2,82,52,22,32,58,81,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artificial Organs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1594,AOR                 ,0160-564X    ,1525-1594    ,7,42,28,22,12,8,13,11,1,5,5,13,7,6,1,11,14,10,2,4,1,2,1,1,1,3,4,0,8
Asia & the Pacific Policy Studies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-2680,APP5                ,2050-2680    ,2050-2680    ,0,9,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia Pacific Family Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-056X,AFM                 ,1444-1683    ,1447-056X    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia Pacific Journal of Clinical Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-6047,AJC                 ,0964-7058    ,1440-6047    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,8,0,0,0,0,0,0,0,0,0,0
Asia Pacific Journal of Human Resources,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7941,APHR                ,1038-4111    ,1744-7941    ,2,9,1,5,6,5,1,0,0,2,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0
Asia Pacific Viewpoint,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8373,APV                 ,1360-7456    ,1467-8373    ,0,12,7,2,6,15,5,2,1,2,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Oceania Journal of Obstetrics and Gynaecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0756b,JOG                 ,0389-2328    ,1447-0756    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4
Asia-Pacific Journal of Chemical Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-2143,APJ                 ,1932-2135    ,1932-2143    ,0,20,0,2,1,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Journal of Clinical Oncology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1743-7563,AJCO                ,1743-7555    ,1743-7563    ,9,25,5,10,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Journal of Financial Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-6156a,AJFS                ,1226-1165    ,2041-6156    ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Journal of Financial Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-6156,AJFS                ,2041-9945    ,2041-6156    ,0,8,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia-Pacific Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5872,APPY                ,1758-5864    ,1758-5872    ,4,8,10,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Economic Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8381,ASEJ                ,1351-3958    ,1467-8381    ,0,7,2,6,4,3,1,4,1,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Asian Economic Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-3131,AEPR                ,1832-8105    ,1748-3131    ,0,12,0,3,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-7262,AJAN                ,1008-682X    ,1745-7262    ,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Control,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-6093,ASJC                ,1561-8625    ,1934-6093    ,0,7,0,13,0,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Endoscopic Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5910,ASES                ,1758-5902    ,1758-5910    ,0,15,2,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Organic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2193-5815,AJOC                ,2193-5807    ,2193-5815    ,0,65,18,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Journal of Social Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-839X,AJSP                ,1367-2223    ,1467-839X    ,0,14,2,4,20,7,6,1,2,13,2,3,0,4,2,3,0,2,3,0,0,0,0,0,0,0,0,0,0
Asian Politics & Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1943-0787,ASPP                ,1943-0779    ,1943-0787    ,0,30,19,12,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Social Work and Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-1411,ASWP                ,1753-1403    ,1753-1411    ,0,17,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian-Pacific Economic Literature,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8411,APEL                ,0818-9935    ,1467-8411    ,0,6,10,4,9,0,2,0,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-0725,AU                  ,1041-6099    ,1536-0725    ,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Astronomische Nachrichten,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3994,ASNA                ,0004-6337    ,1521-3994    ,0,18,1,1,1,0,1,1,2,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astronomy & Geophysics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-4004,AAG                 ,1366-8781    ,1468-4004    ,0,0,0,0,0,2,0,15,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Atmospheric Science Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1530-261X,ASL2                ,1530-261X    ,1530-261X    ,0,2,9,0,1,4,2,1,1,0,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Austral Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-9993,AEC                 ,1442-9985    ,1442-9993    ,0,22,19,1,4,5,0,4,5,0,11,15,1,7,5,3,8,5,0,0,0,0,0,0,0,0,0,0,0
