Journal Report 1 (R4),Number of Successful Full-Text Article Requests by Month and Journal,,,,,,,,,,,,,,,,,,,,
Cornell University,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Period covered by Report:,,,,,,,,,,,,,,,,,,,,,
2016-01-01 to 2016-12-31,,,,,,,,,,,,,,,,,,,,,
Date run:,,,,,,,,,,,,,,,,,,,,,
9/14/18,,,,,,,,,,,,,,,,,,,,,
Journal,Publisher,Platform,Journal DOI,Proprietary Identifier,Print ISSN,Online ISSN,Reporting Period Total,Reporting Period HTML,Reporting Period PDF,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16
American Journal of Transplantation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-6143,AJT,1600-6135,1600-6143,1833,676,1157,124,154,120,135,141,206,145,187,180,144,141,156
Anaesthesia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2044,ANAE,0003-2409,1365-2044,923,380,543,72,59,53,98,84,54,70,105,85,87,91,65
Analyses of Social Issues and Public Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1530-2415,ASAP,1529-7489,1530-2415,63,39,24,1,0,7,10,6,4,7,6,5,5,9,3
Analysis,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8284,ANAL,0003-2638,1467-8284,6,1,5,0,1,0,0,1,0,1,0,0,2,0,1
Analytic Philosophy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-960X,PHIB,2153-9596,2153-960X,32,1,31,1,0,11,4,4,4,3,1,2,2,0,0
"Anatomia, Histologia, Embryologia",John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0264,AHE,0340-2096,1439-0264,159,56,103,6,16,31,7,14,5,13,10,11,23,3,20
Anatomical Science International,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-073X,ASIN,1447-6959,1447-073X,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Anatomical Sciences Education,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1935-9780,ASE,1935-9772,1935-9780,91,50,41,3,3,1,6,1,1,4,14,22,7,17,12
Andrologia,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0272,AND,0303-4569,1439-0272,202,57,145,10,11,5,25,16,8,32,27,23,19,12,14
Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2047-2927,ANDR,2047-2919,2047-2927,631,83,548,11,20,21,34,10,17,19,409,38,27,9,16
Angewandte Chemie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3757,2001,0044-8249,1521-3757,2367,1077,1290,124,186,214,181,131,120,253,264,285,276,219,114
Angewandte Chemie International Edition,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3773,2002,1433-7851,1521-3773,18325,7898,10427,1331,1442,1560,1759,1452,1319,1628,1503,1755,1730,1446,1400
Angewandte Chemie International Edition in English,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3773a,2002,0570-0833,1521-3773,596,0,596,55,97,57,41,41,38,36,40,69,51,49,22
Animal Blood Groups and Biochemical Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2052a,AGE,0003-3480,1365-2052,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Animal Conservation,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-1795,ACV,1367-9430,1469-1795,290,133,157,9,13,34,21,22,13,16,15,45,42,38,22
Animal Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2052,AGE,0268-9146,1365-2052,389,191,198,27,28,51,30,14,45,23,31,54,27,25,34
Animal Models and Experimental Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2576-2095,AME2,2576-2095,2576-2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Science Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1740-0929,ASJ,1344-3941,1740-0929,178,63,115,5,18,16,14,11,13,7,27,24,25,9,9
Annalen der Pharmacie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0690c,2046,0365-5490,1099-0690,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Annalen der Physik,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3889,2257,0003-3804,1521-3889,132,8,124,5,12,22,6,10,9,11,21,7,14,7,8
Annali di Chimica,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1612-8877,2294,0003-4592,1612-8877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Anthropological Practice,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2153-9588,NAPA,2153-957X,2153-9588,63,39,24,2,0,0,17,2,0,0,3,0,16,7,16
Annals of Applied Biology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7348,AAB,0003-4746,1744-7348,522,110,412,37,38,68,49,70,28,37,26,44,45,44,36
Annals of Clinical and Translational Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2328-9503,ACN3,2328-9503,2328-9503,88,42,46,16,7,3,7,6,9,11,4,5,3,9,8
Annals of Eugenics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2050-1439,AHG,2050-1420,2050-1439,15,0,15,0,3,6,0,1,1,1,0,0,2,1,0
Annals of Gastroenterological Surgery,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2475-0328,AGS3,2475-0328,2475-0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Human Genetics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1469-1809,AHG,0003-4800,1469-1809,114,37,77,6,11,11,8,5,13,8,13,4,5,17,13
Annals of Neurology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1531-8249,ANA,0364-5134,1531-8249,2024,667,1357,175,208,166,124,179,157,182,176,179,205,140,133
Annals of Noninvasive Electrocardiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1542-474X,ANEC,1082-720X,1542-474X,99,37,62,6,6,4,2,8,1,17,12,9,10,18,6
Annals of Periodontology,John Wiley and Sons,Wiley Online Library,10.1902/(ISSN)2162-5131,AAPE,1553-0841,2162-5131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of Public and Cooperative Economics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8292,APCE,1370-4788,1467-8292,23,5,18,0,1,1,2,2,5,1,1,6,1,2,1
Annals of the Association of American Geographers,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8306,ANNA,0004-5608,1467-8306,44,3,41,0,3,4,12,5,3,5,1,0,4,4,3
Annals of the College of Surgeons of Hong Kong,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-2034,ASH,1028-4001,1442-2034,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Annals of The Lyceum of Natural History of New York,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-6632a,NYAS,0890-6564,1749-6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annals of the New York Academy of Sciences,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1749-6632,NYAS,0077-8923,1749-6632,4136,1566,2570,314,307,445,375,350,264,295,321,307,462,397,299
Annual Bulletin of Historical Literature,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8314,ABHL,0066-3832,1467-8314,4,2,2,0,0,1,2,0,0,0,0,0,0,0,1
Annual Review of Information Science and Technology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1550-8382,ARI2,0066-4200,1550-8382,12,6,6,1,2,0,1,1,0,0,0,0,2,5,0
Anthropology & Education Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1492,AEQ,0161-7761,1548-1492,178,45,133,3,5,6,38,20,31,28,3,8,19,11,6
Anthropology and Humanism,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1409,ANHU,1559-9167,1548-1409,58,23,35,0,1,5,6,3,1,11,4,10,7,8,2
Anthropology and Humanism Quarterly,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1409a,ANHU,0193-5615,1548-1409,10,0,10,1,1,0,3,0,0,0,0,1,2,2,0
Anthropology News,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-3502,ANNE,1541-6151,1556-3502,183,0,183,7,10,23,26,32,2,7,12,9,22,20,13
Anthropology of Consciousness,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1556-3537,ANOC,1053-4202,1556-3537,58,20,38,0,1,1,14,8,3,7,5,5,4,8,2
Anthropology of Work Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1548-1417,AWR,0883-024X,1548-1417,78,33,45,2,1,13,24,1,2,1,11,11,1,8,3
Anthropology Today,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8322,ANTH,0268-540X,1467-8322,82,11,71,10,3,2,7,9,7,1,17,2,8,3,13
Antipode,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8330,ANTI,0066-4812,1467-8330,495,183,312,31,28,44,50,56,12,38,32,33,58,57,56
Anxiety,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1522-7154,ANXI,1070-9797,1522-7154,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ANZ Journal of Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1445-2197,ANS,1445-1433,1445-2197,296,93,203,17,19,23,17,10,25,22,31,49,49,25,9
Anzeiger fÃ¼r SchÃ¤dlingskunde,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1439-0280,AFS,1436-5693,1439-0280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AORN Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1878-0369,AORN,0001-2092,1878-0369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APLAR Journal of Rheumatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-8077,APL,0219-0494,1479-8077,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
APMIS,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0463,APM,0903-4641,1600-0463,299,121,178,21,15,29,18,18,28,23,40,34,27,30,16
Applications in Plant Sciences,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2168-0450,APS3,2168-0450,2168-0450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Cognitive Psychology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0720,ACP,0888-4080,1099-0720,243,110,133,1,11,11,39,15,14,8,15,40,29,23,37
Applied Geographic Studies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6319,AGS,1083-3404,1520-6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Numerical Analysis & Computational Mathematics,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1611-8189,2135,1611-8170,1611-8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applied Organometallic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0739,AOC,0268-2605,1099-0739,192,36,156,6,15,10,5,12,10,27,21,35,35,6,10
Applied Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1464-0597,APPS,0269-994X,1464-0597,137,66,71,13,9,10,22,17,6,9,13,9,9,11,9
Applied Psychology: Health and Well-Being,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-0854,APHW,1758-0846,1758-0854,40,19,21,0,4,6,7,2,1,4,3,3,2,7,1
Applied Stochastic Models and Data Analysis,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0747,ASMB,8755-0024,1099-0747,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Applied Stochastic Models in Business and Industry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1526-4025,ASMB,1524-1904,1526-4025,36,14,22,1,3,3,2,1,0,2,4,3,2,8,7
Applied Vegetation Science,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1654-109X,AVSC,1402-2001,1654-109X,41,10,31,5,3,1,1,4,3,3,2,5,10,3,1
Aqua,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2087,AQU,0003-7214,1365-2087,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0
Aquaculture Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2095,ANU,1353-5773,1365-2095,91,25,66,20,9,16,17,3,2,4,5,6,2,4,3
Aquaculture Research,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1365-2109,ARE,1355-557X,1365-2109,166,44,122,7,8,14,13,2,15,17,19,28,33,7,3
Aquatic Conservation: Marine and Freshwater Ecosystems,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0755,AQC,1052-7613,1099-0755,123,42,81,2,7,6,6,4,5,8,5,24,16,34,6
Arabian Archaeology and Epigraphy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1600-0471,AAE,0905-7196,1600-0471,61,13,48,0,0,0,0,1,36,1,6,6,4,0,7
Archaeological Prospection,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1099-0763,ARP,1075-2196,1099-0763,14,2,12,2,1,1,1,1,0,0,1,0,3,0,4
Archaeology and Physical Anthropology in Oceania,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1834-4453a,ARCO,0003-8121,1834-4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaeology in Oceania,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1834-4453,ARCO,0728-4896,1834-4453,5,1,4,0,0,1,0,0,0,0,1,1,2,0,0
Archaeometry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4754,ARCM,0003-813X,1475-4754,112,51,61,4,1,23,6,10,2,10,5,15,14,14,8
Archeological Papers of the American Anthropological Association,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1551-8248,APAA,1551-823X,1551-8248,51,15,36,0,0,5,3,3,3,6,6,1,21,2,1
Architectural Design,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-2769,AD,0003-8504,1554-2769,450,0,450,50,45,23,74,14,7,6,11,79,93,18,30
Archiv der Pharmazie,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-4184,2019,0365-6233,1521-4184,60,12,48,6,4,2,3,12,2,9,11,4,6,1,0
Archiv fÃ¼r das EisenhÃ¼ttenwesen,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1869-344Xb,2520,0003-8962,1869-344X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archives of Drug Information,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-5174,ADI2,1753-5174,1753-5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archives of Insect Biochemistry and Physiology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1520-6327,ARCH,0739-4462,1520-6327,92,17,75,4,15,11,6,7,5,16,3,7,10,2,6
Area,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1475-4762,AREA,0004-0894,1475-4762,75,35,40,4,5,3,11,14,6,2,3,1,6,16,4
Aristotelian Society Supplementary Volume,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8349,SUPA,0309-7013,1467-8349,7,0,7,0,0,0,2,0,0,0,1,0,4,0,0
ARN Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2048-7940a,RNJ,0362-3505,2048-7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Art History,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8365,AHIS,0141-6790,1467-8365,347,97,250,26,27,28,32,39,7,12,18,78,33,21,26
Arthritis & Rheumatism,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-0131,ART,0004-3591,1529-0131,1409,492,917,121,136,179,143,121,105,92,100,119,100,93,100
Arthritis & Rheumatology,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2326-5205,ART,2326-5191,2326-5205,518,125,393,46,55,51,36,27,38,54,27,31,61,61,31
Arthritis Care & Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1529-0131a,ACR,0004-3591,1529-0131,163,83,80,16,27,12,20,12,4,11,7,12,4,17,21
Arthritis Care & Research,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2151-4658,ACR,2151-464X,2151-4658,426,157,269,28,50,42,28,27,15,47,39,30,61,34,25
Artificial Organs,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1525-1594,AOR,0160-564X,1525-1594,251,101,150,14,27,15,23,24,16,23,16,14,26,34,19
ASHE Higher Education Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1554-6306,AEHE,1551-6970,1554-6306,25,11,14,0,1,7,6,1,0,2,0,1,4,2,1
ASHE-ERIC Higher Education Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-0709,AEHE,0884-0040,1536-0709,6,0,6,0,3,0,0,1,0,0,0,2,0,0,0
ASHE-ERIC/Higher Education Research Report,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-0709b,AEHE,0737-1292,1536-0709,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Asia & the Pacific Policy Studies,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2050-2680,APP5,2050-2680,2050-2680,27,14,13,0,4,4,1,0,3,0,0,2,5,3,5
Asia Pacific Family Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-056X,AFM,1444-1683,1447-056X,4,3,1,0,0,0,4,0,0,0,0,0,0,0,0
Asia Pacific Journal of Clinical Nutrition,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-6047,AJC,0964-7058,1440-6047,34,23,11,0,4,2,1,4,5,0,0,2,4,10,2
Asia Pacific Journal of Human Resources,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1744-7941,APHR,1038-4111,1744-7941,60,22,38,0,5,0,6,20,3,1,5,3,9,7,1
Asia Pacific Viewpoint,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8373,APV,1360-7456,1467-8373,58,18,40,5,1,1,0,2,5,5,6,3,11,10,9
Asia-Oceania Journal of Obstetrics and Gynaecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1447-0756b,JOG,0389-2328,1447-0756,7,0,7,0,1,3,0,0,1,1,0,0,0,1,0
Asia-Pacific Journal of Chemical Engineering,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1932-2143,APJ,1932-2135,1932-2143,35,5,30,0,3,0,1,1,0,5,1,14,8,2,0
Asia-Pacific Journal of Clinical Oncology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1743-7563,AJCO,1743-7555,1743-7563,75,22,53,4,4,1,3,3,4,2,8,12,18,4,12
Asia-Pacific Journal of Financial Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-6156,AJFS,2041-9945,2041-6156,20,8,12,0,0,1,4,0,0,2,3,3,5,1,1
Asia-Pacific Journal of Financial Studies,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2041-6156a,AJFS,1226-1165,2041-6156,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Asia-Pacific Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5872,APPY,1758-5864,1758-5872,45,19,26,1,5,1,3,1,2,1,4,1,5,17,4
Asian Economic Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8381,ASEJ,1351-3958,1467-8381,34,12,22,3,4,3,3,2,0,3,2,3,3,7,1
Asian Economic Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1748-3131,AEPR,1832-8105,1748-3131,25,15,10,0,0,0,7,0,0,0,1,2,8,4,3
Asian Journal of Andrology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1745-7262,AJAN,1008-682X,1745-7262,3,0,3,1,0,0,1,1,0,0,0,0,0,0,0
Asian Journal of Control,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1934-6093,ASJC,1561-8625,1934-6093,58,12,46,0,0,5,1,7,0,5,14,12,10,1,3
Asian Journal of Endoscopic Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1758-5910,ASES,1758-5902,1758-5910,39,12,27,1,1,1,0,0,2,3,4,3,11,5,8
Asian Journal of Organic Chemistry,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2193-5815,2157,2193-5807,2193-5815,114,18,96,3,2,1,1,4,0,21,22,20,14,11,15
Asian Journal of Social Psychology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-839X,AJSP,1367-2223,1467-839X,88,35,53,2,7,15,4,7,4,1,7,10,16,10,5
Asian Politics & Policy,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1943-0787,ASPP,1943-0779,1943-0787,78,42,36,2,9,2,18,2,2,4,7,6,4,14,8
Asian Social Work and Policy Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-1411,ASWP,1753-1403,1753-1411,23,14,9,0,0,0,0,1,0,1,1,2,2,12,4
Asian Studies Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8403,ASRE,1035-7823,1467-8403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian-Pacific Economic Literature,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8411,APEL,0818-9935,1467-8411,47,23,24,0,8,2,0,9,1,0,13,5,9,0,0
ASLO Bulletin,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-3538, ,1536-352X,1536-3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASLO Web Lectures,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2157-2933a, ,2157-2933,2157-2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assessment Update,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1536-0725,AU,1041-6099,1536-0725,13,0,13,0,0,0,1,5,0,4,1,1,1,0,0
Astronomische Nachrichten,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1521-3994,2228,0004-6337,1521-3994,32,0,32,0,3,2,0,1,0,2,2,1,16,4,1
Astronomy & Geophysics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1468-4004,AAG,1366-8781,1468-4004,22,9,13,0,0,0,2,0,1,10,3,1,0,3,2
AT&T Bell Laboratories Technical Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1538-7305b,BLTJ,0748-612X,1538-7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT&T Technical Journal,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1538-7305a,BLTJ,8756-2324,1538-7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atmospheric Science Letters,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1530-261X,ASL2,1530-261X,1530-261X,30,13,17,2,3,0,2,1,2,1,3,1,7,7,1
Austral Ecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1442-9993,AEC,1442-9985,1442-9993,131,44,87,9,7,7,11,16,6,12,15,21,13,10,4
Austral Entomology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)2052-1758,AEN,2052-174X,2052-1758,20,6,14,0,0,5,0,0,0,1,3,2,4,4,1
Australasian Annals of Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1445-5994b, ,0571-9283,1445-5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australasian Journal of Dermatology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-0960,AJD,0004-8380,1440-0960,152,41,111,10,12,10,17,12,14,13,13,13,24,10,4
Australasian Journal of Ultrasound in Medicine,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)2205-0140,AJUM,1836-6864,2205-0140,8,5,3,0,0,0,0,0,0,0,0,1,0,1,6
Australasian Journal on Ageing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1741-6612,AJAG,1440-6381,1741-6612,56,23,33,2,0,2,3,0,8,4,2,3,13,19,0
Australasian Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1665,APY,1039-8562,1440-1665,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Australasian Radiology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1673,ARA,0004-8461,1440-1673,34,7,27,4,3,1,2,6,4,3,3,1,3,2,2
Australian & New Zealand Journal of Statistics,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-842X,ANZS,1369-1473,1467-842X,45,10,35,4,6,4,1,6,5,6,1,3,4,4,1
Australian Accounting Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1835-2561,AUAR,1035-6908,1835-2561,18,3,15,3,0,2,0,0,0,2,0,2,5,1,3
Australian Alcohol/Drug Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1465-3362b,DAR,0726-4550,1465-3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian and New Zealand Journal of Family Therapy,John Wiley and Sons,Wiley Online Library,10.1002/(ISSN)1467-8438,ANZF,0814-723X,1467-8438,11,1,10,0,0,2,0,0,0,1,0,2,3,3,0
Australian and New Zealand Journal of Medicine,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1445-5994a,IMJ,0004-8291,1445-5994,8,0,8,0,0,0,0,0,1,3,1,1,0,2,0
Australian and New Zealand Journal of Mental Health Nursing,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-0979,INM,1324-3780,1440-0979,5,2,3,3,0,0,0,0,0,0,0,0,0,0,2
Australian and New Zealand Journal of Obstetrics and Gynaecology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1479-828X,AJO,0004-8666,1479-828X,221,64,157,13,17,31,3,12,19,21,32,25,26,9,13
Australian and New Zealand Journal of Ophthalmology,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1606,CEO,0814-9763,1440-1606,14,1,13,0,3,2,2,1,1,0,2,2,0,0,1
Australian and New Zealand Journal of Psychiatry,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1440-1614,ANP,0004-8674,1440-1614,6,3,3,0,0,1,2,0,0,1,0,0,2,0,0
Australian and New Zealand Journal of Public Health,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1753-6405,AZPH,1326-0200,1753-6405,156,61,95,13,15,23,16,1,5,7,8,24,20,21,3
Australian and New Zealand Journal of Surgery,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1445-2197a,ANS,0004-8682,1445-2197,46,3,43,3,5,3,2,5,2,6,2,3,8,2,5
Australian Dental Journal,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1834-7819,ADJ,0045-0421,1834-7819,54,13,41,1,0,6,1,8,3,6,7,5,10,6,1
Australian Drug and Alcohol Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1465-3362a,DAR,0819-5331,1465-3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australian Economic History Review,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8446,AEHR,0004-8992,1467-8446,17,6,11,0,0,0,1,7,0,0,5,0,3,1,0
Australian Economic Papers,John Wiley and Sons,Wiley Online Library,10.1111/(ISSN)1467-8454,AEPA,0004-900X,1467-8454,15,5,10,0,1,3,0,2,0,3,1,0,1,4,0
